title,tag,info,comments,content
胰脏物语,豆瓣图书标签: 轻小说,[日]住野夜 / 郭勇 / 华中科技大学出版社 / 2017-7 / 39.80元,(621人评价),"2016年日本上半期TSUTAYA图书排名（综合类)第1位；
2016年荣获日本书店大奖；
2016年日本上半期最佳销售排名（文艺类)第2位。
原书名为《我..."
言叶之庭,豆瓣图书标签: 轻小说,[日] 新海诚 / CLOVER / 百花洲文艺出版社 / 2015-3-1 / CNY 32.00,(1322人评价),"雨中的清晨，
他和她，邂逅于静谧的庭院。
迷茫但渴望前进的两人，
今后会向何处迈出脚步？
以成为制鞋师为职业目标的高中生孝雄，喜欢在下雨天的上午溜到公园的日..."
君主·埃尔梅罗二世事件簿 1,豆瓣图书标签: 轻小说,(日)三田诚 著、(日)坂本峰地 绘 / 何炀 / 浙江人民美术出版社 / 38.00元,(123人评价),本书是《君主•埃尔梅罗二世事件簿》系列的第一集，男主角埃尔梅罗二世在偶然的机会下受邀到剥离城阿德拉参加宴会。举办人在宴会上向各位宾客提出一个谜题，解开的人将...
冰菓,豆瓣图书标签: 轻小说,[日] 米泽穗信 / 方宁 / 湖南美术出版社 / 2013-6 / 25.00元,(1599人评价),"在神不知鬼不觉之间变成了密室的教室，每周必定会被借走的书，坚称本应存在的文集并不存在的少年。以及在名为《冰菓》的文集中所隐藏的，33年前的真实——
尽量不让..."
春宵苦短，少女前進吧！,豆瓣图书标签: 轻小说,森見登美彥 / 劉姿君 / 麥田出版 / 2009-9-3 / NTD300元,(2672人评价),"2009年日本最多人在讀他的書，
他，是最不正經的天才──森見登美彥！
《春宵苦短，少女前進吧！》
★★近年罕見，4項大獎肯定★★
榮獲第20屆山本周五郎獎..."
OVERLORD 01,豆瓣图书标签: 轻小说,丸山くがね、so-bin / 曉峰 / 台灣角川 / 2013-8-29 / NT$260,(359人评价),"★大受歡迎的網路小說書籍化。
★以結束營運的網路遊戲為舞台，骷髏大法師展開冒險。
★操勞成性的公會主人與充滿特色的NPC互動不可錯過。
一款席捲遊戲界的網路..."
君主·埃尔梅罗二世事件簿 3,豆瓣图书标签: 轻小说,[日] 三田诚/著、[日] 坂本峰地/绘 / 何炀 / 四川美术出版社 / 2019-1 / 36.00元,(53人评价),本书是《君主·埃尔梅罗二世事件簿》系列的第三集，也是“双貌塔篇”的下集。故事承接第二集剧情，讲述主角埃尔梅罗二世在妹妹被栽赃陷害的情况下登场，赌上自己最重要...
渴望死亡的小丑,豆瓣图书标签: 轻小说,[日] 野村美月 文、竹冈美穗 图 / 黄琼仙 / 人民文学出版社 / 2010-9 / 18.00元,(2606人评价),井上心叶怨恨所有人，也不喜欢自己。为了迎合这个世界，他必须伪装自己，逼自己展露笑容。他认为自己就像小丑，骨子里满怀悲伤的小丑。超级喜欢编故事的“文学少女”天...
青春豬頭少年不會夢到兔女郎學姊,豆瓣图书标签: 轻小说,鴨志田一、溝口ケージ / 哈泥蛙 / 台灣角川 / 2015-4-23 / NT$220,(238人评价),"★由《櫻花莊》原班搭檔鴨志田一＆溝口ケージ獻上的嶄新青春劇。
★《櫻花莊》裡頭的角色將在本作中再度登場!?他們又會以什麼樣的形式出現!?
★藉由主角們積極果..."
四叠半神话大系,豆瓣图书标签: 轻小说,(日) 森见登美彦 / 张智渊 / 上海人民出版社 / 2010-8 / 24.00元,(4202人评价),无名男主角升入大一，对未来充满希望，渴望能够结识黑发美女，妄想握住梦幻瑰宝——瑰丽而充实的校园生活，然而现实却是如此遥远。他加入各种充满了“爱”的社团，却改...
渴求真爱的幽灵,豆瓣图书标签: 轻小说,[日] 野村美月 文、竹冈美穗 图 / 哈娜 / 人民文学出版社 / 2010-10 / 20.00元,(1784人评价),文艺社社长天野远子，自称是对故事喜爱到想要吃下去的“文学少女”，每天都跟学弟井上心叶待在一起。有一天，文艺社的“恋爱咨询信箱”里出现了一些纸片，上面写着“憎...
有顶天家族,豆瓣图书标签: 轻小说,[日] 森见登美彦 / 高詹燦 / 上海人民出版社 / 2013-3 / 35.00元,(3317人评价),"下鸭家是京都狸猫的名门，却没有望族该有的正经相。
能干的老爸撒手西去，留下热衷桌球畏惧雷电的母亲和四只小狸。
老大矢一郎一到紧要关头就失措；
老二变身青蛙滞..."
古书堂事件手帖 02,豆瓣图书标签: 轻小说,[日] 三上延 著、[日] 越岛羽空 绘 / 黄薇嫔 / 湖南美术出版社 / 2013-8 / 25.00元,(567人评价),"每一本旧书，都有着一段过去，一段专属于它自己与它主人的秘密——
在镰仓街道的一角，静静地坐落着一间默默经营旧书买卖的“文现里亚古书堂”旧书店。
如今，那位因..."
﻿哈利·波特与魔法石,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 苏农 / 人民文学出版社 / 2000-9 / 19.50元,(147880人评价),一岁的哈利・波特失去父母后，神秘地出现在姨父姨妈家的门前。哈利在姨父家饱受欺凌，度过十年极其痛苦的日子。姨父和姨妈好似凶神恶煞，他们那混世魔王儿子达力――一...
百年孤独,豆瓣图书标签: 魔幻,[哥伦比亚] 加西亚·马尔克斯 / 范晔 / 南海出版公司 / 2011-6 / 39.50元,(229211人评价),《百年孤独》是魔幻现实主义文学的代表作，描写了布恩迪亚家族七代人的传奇故事，以及加勒比海沿岸小镇马孔多的百年兴衰，反映了拉丁美洲一个世纪以来风云变幻的历史。...
哈利·波特与阿兹卡班的囚徒,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 郑须弥 / 人民文学出版社 / 2000-9 / 26.50元,(116514人评价),"《哈利·波特与阿兹卡班的囚徒》是“哈利·波特”系列的第三部。
哈利·波特在霍格沃茨魔法学校已经度过了不平凡的两年，而且早已听说魔法世界中有一座守备森严的阿兹..."
哈利·波特与火焰杯,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2001-5 / 39.80元,(111613人评价),"《哈利·波特与火焰杯》是“哈利·波特”系列的第四部。
哈利·波特在霍格沃茨魔法学校经过三年的学习和磨炼，逐渐成长为一个出色的巫师。新学年开始前，哈利和好朋友..."
哈利·波特与密室,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2000-9 / 22.00元,(111896人评价),"《哈利·波特与密室》是“哈利·波特”系列的第二部。
哈利·波特在霍格沃茨魔法学校学习一年之后，暑假开始了。他在姨父姨妈家熬过痛苦的假期。正当他准备打点行装去..."
哈利·波特与混血王子,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 马爱农、马爱新 / 人民文学出版社 / 2005-10 / 58.00元,(97619人评价),"《哈利·波特与“混血王子”》是“哈利·波特”系列的第六部。
仲夏的一个夜晚，反常的浓雾笼罩在窗户玻璃上，哈利·波特在女贞路4号德思礼家自己的卧室里紧张地等待..."
哈利·波特与凤凰社,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 马爱农、马爱新、蔡文 / 人民文学出版社 / 2003-9 / 59.00元,(94013人评价),"《哈利·波特与凤凰社》是“哈利·波特”系列的第五部。
漫长的暑假，哈利·波特被困在女贞路4号，意外地遭到摄魂怪的袭击……逃过一劫的哈利被护送到伦敦一个秘密的..."
哈利·波特与死亡圣器,豆瓣图书标签: 魔幻,[英] J. K. 罗琳 / 马爱农、马爱新 / 人民文学出版社 / 2007-10 / 66.00元,(88437人评价),"《哈利·波特与死亡圣器》是“哈利·波特”系列的第七部，也就是最后一部。
还有四天，哈利就要迎来自己十七岁的生日，成为一名真正的魔法师。然而，他不得不提前离开..."
无羁,豆瓣图书标签: 魔幻,墨香铜臭 / 四川文艺出版社 / 2018-12 / 48.00,(6263人评价),"夷陵老祖魏无羡，前世受万人唾骂，声名狼藉。
被情同手足的师弟带人端了老巢，纵横一世，死无全尸。
十三年后，被人以禁术强行召回世上，竟沦为一名受尽欺压折辱的疯..."
冰与火之歌（卷一）,豆瓣图书标签: 魔幻,[美] 乔治·R. R. 马丁 / 谭光磊、屈畅 / 重庆出版社 / 2005-5 / 68.00元,(30439人评价),《冰与火之歌》由美国著名科幻奇幻小说家乔治·R·R·马丁所著，是当代奇幻文学一部影响深远的里程碑式的作品。它于1996年刚一问世，便以别具一格的结构，浩瀚辽...
幻城,豆瓣图书标签: 魔幻,郭敬明 / 春风文艺出版社 / 2003-1 / 28.00元,(98505人评价),这是一本奇特的书。一边是火族，一边是冰族，一边是火焰之城，一边是幻雪帝国。作品属于纯粹的虚构。对虚空的虚构，其实比对现实的摹写更难。相对于虚构的能力，我以为...
冰与火之歌,豆瓣图书标签: 魔幻,[美]乔治·R.R.马丁 / 谭光磊、屈畅、胡绍晏 / 重庆出版社 / 2013-10-1 / 330.00元,(5382人评价),《冰与火之歌》（A Song of Ice and Fire）是由美国著名科幻奇幻小说家乔治·R·R·马丁（George R.R. Martin）所著的史诗...
魔戒,豆瓣图书标签: 魔幻,[英] J.R.R.托尔金 / 邓嘉宛、石中歌、杜蕴慈 / 上海人民出版社 / 2013-9 / 169.00元,(2961人评价),"★献给未来的永恒经典，我们时代最伟大的奇幻史诗。
★20世纪严肃想象力之源，蕴含对世间万物最本真的好奇心与最深刻的洞察力。
★ J.K.罗琳、乔治•马丁、彼..."
安吉拉·卡特的精怪故事集,豆瓣图书标签: 魔幻,[英] 安吉拉·卡特 / 郑冉然 / 南京大学出版社 / 2011-9 / 48.00元,(9821人评价),很久很久以前，精怪故事不光是给孩子们看的，《安吉拉·卡特的精怪故事集》就是如此。这部精彩的集子囊括了抒情故事、血腥故事、令人捧腹的故事和粗俗下流的故事，它们...
葡萄牙的高山,豆瓣图书标签: 魔幻,[加拿大] 扬·马特尔 / 亚可 / 北京联合出版公司 / 2017-11-1 / 58.00元,(4272人评价),"《少年Pi的奇幻漂流》作者扬·马特尔，时隔十五年又一震撼杰作
一九〇四年，葡萄牙。有一天，托马斯开始倒着走路。在那之前，他失去了一生所爱——爱人、孩子和父亲..."
白天的房子，夜晚的房子,豆瓣图书标签: 魔幻,[波] 奥尔加·托卡尔丘克 / 易丽君、袁汉镕 / 四川人民出版社 / 2017-12 / 60.00元,(1414人评价),"诺贝尔文学奖实力候选
波兰文学女王奥尔加·托卡尔丘克代表作
用魔幻现实主义的手法
讲述一座边境小城的千年故事：
人的世代更迭
不过是土地的瞬息一梦
......."
镇魂,豆瓣图书标签: 魔幻,Priest / 贵州人民出版社 / 2019-5 / 49.80元,(642人评价),"日冕一天转一圈，日头就东升西落一次，周而复始，象征着生生不息，轮回不止的意思。——《轮回晷》
自洪荒伊始，万物开蒙，就有善恶，而最早的善恶判，就是刻在山河锥..."
精灵宝钻（精装插图本）,豆瓣图书标签: 魔幻,(英)J.R.R.托尔金 著、克里斯托弗·托尔金 编、(加)泰德·纳史密斯 插图 / 邓嘉宛 / 上海人民出版社 / 2015-2 / 79.00元,(1739人评价),《精灵宝钻：精装插图本》是托尔金对中洲世界起源的设定，蕴含着他为英语民族塑造创世史诗的雄心，由小儿子克里斯托弗•托尔金在其身后整理出版。16幅全彩插画，译文...
大师和玛格丽特,豆瓣图书标签: 魔幻,[俄] 布尔加科夫 / 钱诚 / 人民文学出版社 / 2004-06 / 21.00元,(3453人评价),《大师和玛格丽特》究竟是怎样一部书？它是一本“对二三十年代苏联社会现实进行恶意嘲讽”、“主张向恶势力投降并为它服务”的怪诞小说呢？抑或是“启迪人们内心的善，...
猎魔人1：白狼崛起,豆瓣图书标签: 魔幻,[波兰] 安德烈·斯帕克沃斯基 / 小龙 / 重庆出版社 / 2015-1-1 / CNY 32.80,(2367人评价),"他骑马从北方来，一头白发，满面风霜；他是异乡客，也是猎魔人，以斩妖除魔为己任，行走在现实与传说的迷雾之间。
脖子粗短，白牙锋利，以人类为食的“睡美人”；头发..."
﻿那些回不去的年少时光,豆瓣图书标签: 青春文学,桐华 / 江苏文艺出版社 / 2010-01 / 23.80元,(43376人评价),"最值得珍藏的怀旧读物，写给年少自己的书，纪念我们共同的青春和成长
您还记得上世纪最后十年的青春是怎样吗？那可是我们独一无二的成长！
那些回不去的年少时光》以..."
最好的我们,豆瓣图书标签: 青春文学,八月长安 / 湖南文艺出版社 / 2013-8-5 / 55,(42233人评价),"你总是说青春从不曾永远，而那时候的我们，就是最好的我们。
这一次，我们和整个青春做告别。
八月长安全新力作。
你还记得高中时的同桌吗？那个少年有世界上最明朗..."
蜜汁炖鱿鱼,豆瓣图书标签: 青春文学,墨宝非宝 / 江苏凤凰文艺出版社 / 2019-4 / 45.00元,(1323人评价),"他，是令人闻风丧胆的电竞传说“Gun”,也是爱吃糖的电竞俱乐部创始人韩商言；
她，是坐拥百万粉丝的日翻歌姬“鱿鱼”，也是对三次元帅哥一见钟情的逐爱少女佟年。..."
东霓,豆瓣图书标签: 青春文学,笛安 / 长江文艺出版社 / 2010-7-1 / 26.80元,(41266人评价),《东霓》和《西决》一样，还是在讲发生在那个永远的龙城的，郑家人的故事。但是不同于西决的隐忍，东霓是个活色声香的女人。这本《西决》的姐妹篇，却完全转换了主人公...
我在未来等你,豆瓣图书标签: 青春文学,刘同 / 北京联合出版公司 / 2017-9 / 42.00,(3696人评价),"你会不会偶尔产生那种“如果能回到那一年就好了”的念头？觉得回到那一年，以我们当下的见识和心态，很多事都能被改变。
---------------------..."
少年的你，如此美丽,豆瓣图书标签: 青春文学,玖月晞 / 百花洲文艺出版社 / 2016-9 / 32.00元,(6278人评价),"你有没有为一个人，拼了命地去努力过？

北望今心，陈年不移。
曾经，是谁在夏天的灿烂阳光下拿树枝写下一个名字，告知少年，今心；
曾经，是谁用目光引诱她念诵一..."
此间的少年,豆瓣图书标签: 青春文学,江南 / 华文出版社 / 2004-1 / 25.00元,(44337人评价),《此间的少年》讲述的是让人熟悉的大学生活的故事。小说以宋代嘉佑年为时间背景，地点在以北大为模版的“汴京大学”，登场的人物是乔峰、郭靖、令狐冲等大侠，不过在大...
那些年，我们一起追的女孩,豆瓣图书标签: 青春文学,九把刀 / 花山文艺出版社 / 2007-1 / 20.00元,(35967人评价),"柯景腾读国中时是一个成绩暴烂而且又调皮捣蛋的男生，老师将他“托付”给班里最优秀的女生沈佳仪。只要他不认真学习，沈佳仪就会用钢笔戳他的衣服。
在沈佳仪的监督和..."
暗恋·橘生淮南,豆瓣图书标签: 青春文学,八月长安 / 湖南文艺出版社 / 2014-7-25 / 58,(12973人评价),"所有的等待都是值得的。八月长安“振华三部曲”典藏收官，四十万字全新修订，五万字全新内容，套装全两册。
2008年到现在，时光或许改变了一切，但一个创作者的初..."
匆匆那年（上下）,豆瓣图书标签: 青春文学,九夜茴 / 东方出版社 / 2008-1 / 29.00,(36508人评价),80年代生人的张楠因大学毕业找不到好工作而留学澳洲，在那里他认识了同样留学的方茴。就在他被方茴的神秘感吸引时，却听说她竟然是同性恋。阴错阳差，他与方茴住在了...
最初之前,豆瓣图书标签: 青春文学,张皓宸 / 天津人民出版社/果麦文化 / 2019-5-20 / 49,(553人评价),七十岁的男主张一寻濒死，一家名为SOULTIME的科技公司找到他，邀请他体验最新科技——时光投影，可以将此刻灵魂投影到过去的某个时间节点，与曾经的遗憾对话。...
莲花,豆瓣图书标签: 青春文学,安妮宝贝 / 作家出版社 / 2006-3 / 25.00元,(87579人评价),"全书收录安妮墨脱之行所拍八张图片，皆沿途所见。
《莲花》叙述年轻女子庆昭身患疾病，滞留高原，静等死亡。中年男人善生刚刚结束追名逐利的暄腾往日，内心长久压抑的..."
悲伤逆流成河,豆瓣图书标签: 青春文学,郭敬明 / 长江文艺出版社 / 2007-5 / 24.00元,(95665人评价),"你曾经有梦见这样无边无际的月光下的水域么？
无声起伏的黑色的巨浪，在地平线上爆发出沉默的力量。
就这样，从仅仅打湿脚底，到盖住脚背，漫过小腿，一步一步地，走..."
小时代1.0折纸时代,豆瓣图书标签: 青春文学,郭敬明 / 长江文艺出版社 / 2008-10 / 29.80元,(67015人评价),故事以经济飞速发展的上海这座风光而时尚的城市为背景，讲述了林萧、南湘、顾里、唐宛如四个从小感情深厚、有着不同价值观和人生观的女生，先后所经历的友情、爱情，乃...
西决,豆瓣图书标签: 青春文学,笛安 / 长江文艺出版社 / 2009-3 / 22.80元,(53602人评价),仇恨，是种类似于某些中药材的东西，性寒、微苦，沉淀在人体中，散发着植物的清香。可是天长日久，却总是能催生一场又一场血肉横飞的爆炸。核武器、手榴弹、炸药包，当...
暗恋：橘生淮南,豆瓣图书标签: 青春文学,八月长安 / 长江文艺出版社 / 2017-4-1 / 86,(1635人评价),"这是我最心爱的故事。
《你好，旧时光》封存成了琥珀，它却一直陪我成长，因为爱是一生的难题。
祝少年不老，祝爱情和自尊两全，
祝所有想触碰却又缩回的手，最终都..."
密室困游鱼,豆瓣图书标签: 青春文学,墨宝非宝 / 江苏凤凰文艺出版社 / 2017-3 / 32.80元,(1241人评价),他们这群人，平均年龄二十岁左右，最大的也不过二十五六岁，却在世界各大赛事、在所有专业论坛永久留下了名字。中文的，英文的，数字，或是只是一个符号代称，他们都是...
微微一笑很倾城,豆瓣图书标签: 青春文学,顾漫 / 江苏文艺出版社 / 2009-8 / 25.00,(89142人评价),"如果你“惨”遭抛弃后，忽然有个很强很拽很不可一世的男人向你求婚，你怎么反应？
贝微微同学的反应是：“大神……你被盗号了么＝ ＝”
这个世界也太不真实了吧！
..."
左耳,豆瓣图书标签: 青春文学,饶雪漫 / 当代世界出版社 / 2006-2 / 22.00元,(41445人评价),该书延续了作者一贯的创作路线，讲述关于青春成长的故事。但经过多年的写作实践后，饶雪漫创作的喷发期终于到来，《左耳》被各界一致认为是饶雪漫的巅峰之作。它生动地...
谁的青春不迷茫,豆瓣图书标签: 青春文学,刘同 / 中信出版社 / 2012-12 / 35.00元,(17357人评价),"奋斗小青年刘同 十年逆袭人生
给都市中焦躁不安困惑迷茫的年轻人
一个人，十年光阴；一座城，瞬息万变
如果做不到让你深省思考，那就努力让你会心一笑
150万字..."
﻿向左走·向右走,豆瓣图书标签: 几米,幾米 / 生活·读书·新知三联书店 / 2002-8 / 16.00元,(95311人评价),“她习惯向左走，他习惯向右走，他们始终不曾相遇。”《向左走·向右走》是几米首次表现男女感情的长篇图文创作。男女主角彼此在生活中的巧妙关系，构成了整个故事的设...
地下铁,豆瓣图书标签: 几米,幾米 / 辽宁教育出版社 / 2002-2 / 32.00元,(47960人评价),"社会高速发展，来来往往的地下铁路成为了城市文明与社会生活的缩影，从入口到出口，地下铁路将你从起点带到终点，抑或是另一个起点。
故事讲一个失明的小女孩，在15..."
月亮忘記了,豆瓣图书标签: 几米,幾米 / 格林 / 2000-2-1 / NT$ 299,(43160人评价),"看不見的，是不是就等於不存在？

記住的，是不是永遠不會消失？每一個黃昏過後，大家焦慮地等待，卻再也沒有等到月亮升起。

潮水慢慢平靜下來，海洋凝固成一面漆..."
星空,豆瓣图书标签: 几米,幾米 / 大塊文化 / 2009-5-1 / NT369,(18400人评价),《星空》以一种年龄的视角，描绘了一类无法和世界沟通的孩子 ，从对社会的恐慌、逃避到逐步认识自我的过程。《星空》的画面精彩、震撼、美轮美奂，是几米目前最辉煌的...
我的心中每天开出一朵花,豆瓣图书标签: 几米,幾米 / 辽宁教育出版社 / 2002-2 / 24.00元,(22306人评价),《我的心中每天开出一朵花》是幾米“手绘图像”的梦想之作，每天都画下一朵花，象征着梦想与期望，更是一种生命力的展现。书中有一个男主角，并有一只小兔子、小女孩陪...
我不是完美小孩,豆瓣图书标签: 几米,幾米 / 海豚出版社 / 2011-4 / 38.00元,(5605人评价),本书描述了一个三年级小女生郝完美在学习、生活，尤其是与大人相处中的困惑与烦恼。大人从长大的那一天起就开始留恋和怀念童年的美好，幻想能再次回到童年，经历了生活...
微笑的鱼,豆瓣图书标签: 几米,幾米 / 辽宁教育出版社 / 2004-7 / 20.00元,(14384人评价),“我拥有一条像狗一样忠心，像猫一样贴心，像爱人一样深情的鱼。她始终带着微笑的表情……”几米绘出一个男子深泓如海一样的幽闭内心，这是献给全世界所有大人和孩子的...
不爱读书不是你的错,豆瓣图书标签: 几米,幾米 / 九州出版社 / 2018-10 / 48.00,(329人评价),街上的书店渐渐没有人去注意它了，以往爱到书店里面晃荡的人们，越来越少出现了。热爱阅读的书店老板，让他的小孩召集以往爱在书店晃荡的朋友们一起讨论，到底大家还爱...
向左走向右走,豆瓣图书标签: 几米,幾米 / 海豚出版社 / 2012-7 / 46.00元,(953人评价),"她习惯向左走，他习惯向右走，他们始终不曾相遇。
就像都市里大多数人一样，一辈子也不会认识，却一直生活在一起……
但是，人生总有许多巧合，两条平行线也可能会有..."
我的错都是大人的错,豆瓣图书标签: 几米,幾米 绘 / 现代出版社 / 2009-5 / 29.00,(11825人评价),"有个十岁女儿的几米，愈来愈能体会存在于大人与小孩之间的矛盾；明明有浓浓的爱，却常常搞得彼此怒目而视，眼看着可爱的天使在下一秒钟化身成恶魔。
身为父亲的几米头..."
又寂寞又美好,豆瓣图书标签: 几米,幾米 / 辽宁教育出版社 / 2004-3 / 45.00元,(16021人评价),《又寂寞又美好》是作者在1996年至1999年与血癌抗争的日子里，重新体验与领悟生活，那段“又寂寞又美好”特殊岁月的记录。此册与之前色彩缤纷的几米作品有很大...
布瓜的世界,豆瓣图书标签: 几米,幾米 / 大塊文化出版股份有限公司 / 2002-9-30 / TWD 360,(13898人评价),"關於《布瓜的世界》
這本書為什麼叫布瓜？
""Pourquoi""是法文「為什麼」的意思，讀音很像布瓜，幾米神來一筆地替自己的新書取了這個名字，才看完初稿，我就..."
月亮忘记了,豆瓣图书标签: 几米,幾米 / 海豚出版社 / 2010-1 / 32.00元,(2220人评价),《月亮忘记了》创作于1999年台湾9.21大地震前夕，在那样的时期，它曾经至于许多孤单的心。有如一车车微笑的月亮，运往每个哀伤的黑暗城市。但是，当城市外在的...
幸运儿,豆瓣图书标签: 几米,幾米 / 辽宁教育出版社 / 2003-04 / 36.00,(11387人评价),"董事长从小就是个幸运儿，他什么都有，而且都是最好的。
董事长聪明过人，事事都被要求第一，他从来也没让人失望过。董事长又帅又能干，父母优雅开明，太太美丽贤淑，..."
照相本子,豆瓣图书标签: 几米,幾米 / 大塊文化出版公司 / 2001-6-18 / TWD 480,(16990人评价),《照相本子》，幾米是攝影師、主人翁、配角以及佈景， 他是誰不重要，重要的是他玩得很高興，這種高興揉合了許多種記憶元素，歡樂的、憂愁的、哀傷的……但這些記憶經...
我只能為你畫一張小卡片,豆瓣图书标签: 几米,幾米 / 大塊文化出版股份有限公司 / 2002-2-4 / TWD 350,(17983人评价),"每个人都有送卡片的经验，常常卡片打开了，却不知道要写什麽？
想说的话很多，千头万绪，最後只好写着：「祝你幸福」、「身体健康」、「万事如意」……
这样的表达方..."
我的世界都是你,豆瓣图书标签: 几米,幾米 / 现代出版社 / 2016-7-31 / 55.00元,(598人评价),"（简体中文版）幾米2016年全新绘本作品！ 欢迎光临这间奇幻又瑰丽的旅店！打开房门，找回继续前进的勇气！
全亚洲最知名的绘本大师——幾米，巅峰新作！
你一定..."
蓝石头,豆瓣图书标签: 几米,幾米 / 现代出版社 / 2006-4 / 36.00元,(11384人评价),"当寂寞以天崩地裂之势袭卷而来， 唯有强烈的思念才能引领它回到想望的地方……
蓝石头静静躺在森林深处，度过了一万年之久。它以为它会永远待在这里，直到地老天荒。..."
走向春天的下午,豆瓣图书标签: 几米,幾米 / 现代出版社 / 2010 / 45.00元,(5099人评价),"云的上面是天堂，天堂的天空也有云吗？
这是一个春天的下午，我知道，前方某处，将会有人给我一个拥抱。
本书描绘了一个小女孩带着对朋友的回忆去履行和朋友的约定的..."
星空,豆瓣图书标签: 几米,幾米 / 现代出版社 / 2009-10 / 48.00元,(3963人评价),《星空》，是风靡华人世界的畅销绘本画家几米2009年最新力作。描述了一个关于长大的故事：有个不爱说话的少女，认识了一个不爱说话的少年，他们都不是最快乐的孩子...
﻿哈利·波特与魔法石,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 苏农 / 人民文学出版社 / 2000-9 / 19.50元,(147880人评价),一岁的哈利・波特失去父母后，神秘地出现在姨父姨妈家的门前。哈利在姨父家饱受欺凌，度过十年极其痛苦的日子。姨父和姨妈好似凶神恶煞，他们那混世魔王儿子达力――一...
哈利·波特与阿兹卡班的囚徒,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 郑须弥 / 人民文学出版社 / 2000-9 / 26.50元,(116514人评价),"《哈利·波特与阿兹卡班的囚徒》是“哈利·波特”系列的第三部。
哈利·波特在霍格沃茨魔法学校已经度过了不平凡的两年，而且早已听说魔法世界中有一座守备森严的阿兹..."
哈利·波特与火焰杯,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2001-5 / 39.80元,(111613人评价),"《哈利·波特与火焰杯》是“哈利·波特”系列的第四部。
哈利·波特在霍格沃茨魔法学校经过三年的学习和磨炼，逐渐成长为一个出色的巫师。新学年开始前，哈利和好朋友..."
哈利·波特与密室,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2000-9 / 22.00元,(111896人评价),"《哈利·波特与密室》是“哈利·波特”系列的第二部。
哈利·波特在霍格沃茨魔法学校学习一年之后，暑假开始了。他在姨父姨妈家熬过痛苦的假期。正当他准备打点行装去..."
哈利·波特与混血王子,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 马爱农、马爱新 / 人民文学出版社 / 2005-10 / 58.00元,(97619人评价),"《哈利·波特与“混血王子”》是“哈利·波特”系列的第六部。
仲夏的一个夜晚，反常的浓雾笼罩在窗户玻璃上，哈利·波特在女贞路4号德思礼家自己的卧室里紧张地等待..."
哈利·波特与凤凰社,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 马爱农、马爱新、蔡文 / 人民文学出版社 / 2003-9 / 59.00元,(94013人评价),"《哈利·波特与凤凰社》是“哈利·波特”系列的第五部。
漫长的暑假，哈利·波特被困在女贞路4号，意外地遭到摄魂怪的袭击……逃过一劫的哈利被护送到伦敦一个秘密的..."
哈利·波特与死亡圣器,豆瓣图书标签: J.K.罗琳,[英] J. K. 罗琳 / 马爱农、马爱新 / 人民文学出版社 / 2007-10 / 66.00元,(88437人评价),"《哈利·波特与死亡圣器》是“哈利·波特”系列的第七部，也就是最后一部。
还有四天，哈利就要迎来自己十七岁的生日，成为一名真正的魔法师。然而，他不得不提前离开..."
哈利·波特与被诅咒的孩子,豆瓣图书标签: J.K.罗琳,[英] 约翰·蒂法尼、杰克·索恩、J.K.罗琳 / 马爱农 / 人民文学出版社 / 2016-10 / 69.00元,(5227人评价),身为“大难不死的男孩”，哈利•波特一直生活得很艰难。如今他是一个超负荷工作的魔法部雇员，一个已婚男人，三个学龄孩子的父亲，日子过得并不轻松，与小儿子阿不思之...
布谷鸟的呼唤,豆瓣图书标签: J.K.罗琳,(英)罗伯特·加尔布雷思 / 梅静、楼武挺 / 人民文学出版社 / 2014-4-26 / 49.00元,(2413人评价),"雪夜，一个麻烦缠身的女模从伦敦上流社区的一处阳台坠落。她被认为是自杀。但她的哥哥怀疑另有隐情，于是请私人侦探科莫兰 斯特莱克调查。
斯特莱克是个身心曾遭重创..."
哈利·波特与死亡圣器,豆瓣图书标签: J.K.罗琳,J.K.罗琳 (J.K.Rowling) / 马爱农、马爱新 / 人民文学出版社 / 2007-10-1 / CNY 66.00,(535人评价),"“哈利·波特”系列十五周年纪念版
全书修订，全新封面，排版疏朗，字号放大，用纸考究，适合收藏
《纽约时报》超级畅销书，荣获《出版人周刊》最佳图书奖、英国国家..."
